sample_id,source,architecture,workload,N,shape,split_role
synthetic_standard_quadrant_4_00113,synthetic,standard,quadrant,4,4x4,synthetic_test
synthetic_standard_checkerboard_4_00114,synthetic,standard,checkerboard,4,4x4,synthetic_test
synthetic_standard_multihotspot_4_00115,synthetic,standard,multihotspot,4,4x4,synthetic_val
synthetic_standard_hotspot_4_00116,synthetic,standard,hotspot,4,4x4,synthetic_train
synthetic_standard_hotspot_4_00117,synthetic,standard,hotspot,4,4x4,synthetic_train
synthetic_standard_multihotspot_4_00118,synthetic,standard,multihotspot,4,4x4,synthetic_train
synthetic_standard_stripes_4_00119,synthetic,standard,stripes,4,4x4,synthetic_train
synthetic_standard_checkerboard_4_00120,synthetic,standard,checkerboard,4,4x4,synthetic_train
synthetic_standard_multihotspot_4_00121,synthetic,standard,multihotspot,4,4x4,synthetic_train
synthetic_standard_multihotspot_4_00122,synthetic,standard,multihotspot,4,4x4,synthetic_test
synthetic_standard_multihotspot_4_00123,synthetic,standard,multihotspot,4,4x4,synthetic_train
synthetic_standard_quadrant_4_00124,synthetic,standard,quadrant,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00000,synthetic,systolic,hotspot,4,4x4,synthetic_test
synthetic_systolic_checkerboard_4_00001,synthetic,systolic,checkerboard,4,4x4,synthetic_test
synthetic_systolic_banded_4_00002,synthetic,systolic,banded,4,4x4,synthetic_train
synthetic_systolic_wavefront_4_00003,synthetic,systolic,wavefront,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00004,synthetic,systolic,hotspot,4,4x4,synthetic_val
synthetic_systolic_checkerboard_4_00005,synthetic,systolic,checkerboard,4,4x4,synthetic_test
synthetic_systolic_uniform_4_00006,synthetic,systolic,uniform,4,4x4,synthetic_test
synthetic_systolic_uniform_4_00007,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_wavefront_4_00008,synthetic,systolic,wavefront,4,4x4,synthetic_val
synthetic_systolic_wavefront_4_00009,synthetic,systolic,wavefront,4,4x4,synthetic_test
synthetic_systolic_banded_4_00010,synthetic,systolic,banded,4,4x4,synthetic_test
synthetic_systolic_hotspot_4_00011,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00012,synthetic,systolic,uniform,4,4x4,synthetic_test
synthetic_systolic_checkerboard_4_00013,synthetic,systolic,checkerboard,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00014,synthetic,systolic,uniform,4,4x4,synthetic_test
synthetic_systolic_hotspot_4_00015,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00016,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00017,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_checkerboard_4_00018,synthetic,systolic,checkerboard,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00019,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_wavefront_4_00020,synthetic,systolic,wavefront,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00021,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00022,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00023,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00024,synthetic,systolic,uniform,4,4x4,synthetic_val
synthetic_systolic_hotspot_4_00025,synthetic,systolic,hotspot,4,4x4,synthetic_val
synthetic_systolic_wavefront_4_00026,synthetic,systolic,wavefront,4,4x4,synthetic_train
synthetic_systolic_banded_4_00027,synthetic,systolic,banded,4,4x4,synthetic_train
synthetic_systolic_wavefront_4_00028,synthetic,systolic,wavefront,4,4x4,synthetic_train
synthetic_systolic_wavefront_4_00029,synthetic,systolic,wavefront,4,4x4,synthetic_test
synthetic_systolic_hotspot_4_00030,synthetic,systolic,hotspot,4,4x4,synthetic_test
synthetic_systolic_uniform_4_00031,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00032,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00033,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_banded_4_00034,synthetic,systolic,banded,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00035,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_banded_4_00036,synthetic,systolic,banded,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00037,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00038,synthetic,systolic,hotspot,4,4x4,synthetic_test
synthetic_systolic_uniform_4_00039,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_checkerboard_4_00040,synthetic,systolic,checkerboard,4,4x4,synthetic_train
synthetic_systolic_wavefront_4_00041,synthetic,systolic,wavefront,4,4x4,synthetic_train
synthetic_systolic_checkerboard_4_00042,synthetic,systolic,checkerboard,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00043,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00044,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00045,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00046,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00047,synthetic,systolic,hotspot,4,4x4,synthetic_test
synthetic_systolic_uniform_4_00048,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00049,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_checkerboard_4_00050,synthetic,systolic,checkerboard,4,4x4,synthetic_train
synthetic_systolic_checkerboard_4_00051,synthetic,systolic,checkerboard,4,4x4,synthetic_test
synthetic_systolic_uniform_4_00052,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00053,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00054,synthetic,systolic,hotspot,4,4x4,synthetic_test
synthetic_systolic_wavefront_4_00055,synthetic,systolic,wavefront,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00056,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_banded_4_00057,synthetic,systolic,banded,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00058,synthetic,systolic,uniform,4,4x4,synthetic_test
synthetic_systolic_hotspot_4_00059,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00060,synthetic,systolic,hotspot,4,4x4,synthetic_val
synthetic_systolic_uniform_4_00061,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_checkerboard_4_00062,synthetic,systolic,checkerboard,4,4x4,synthetic_test
synthetic_systolic_hotspot_4_00063,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_checkerboard_4_00064,synthetic,systolic,checkerboard,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00065,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_checkerboard_4_00066,synthetic,systolic,checkerboard,4,4x4,synthetic_val
synthetic_systolic_uniform_4_00067,synthetic,systolic,uniform,4,4x4,synthetic_test
synthetic_systolic_uniform_4_00068,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_checkerboard_4_00069,synthetic,systolic,checkerboard,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00070,synthetic,systolic,hotspot,4,4x4,synthetic_test
synthetic_systolic_checkerboard_4_00071,synthetic,systolic,checkerboard,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00072,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00073,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00074,synthetic,systolic,hotspot,4,4x4,synthetic_val
synthetic_systolic_checkerboard_4_00075,synthetic,systolic,checkerboard,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00076,synthetic,systolic,hotspot,4,4x4,synthetic_test
synthetic_systolic_hotspot_4_00077,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_banded_4_00078,synthetic,systolic,banded,4,4x4,synthetic_train
synthetic_systolic_banded_4_00079,synthetic,systolic,banded,4,4x4,synthetic_train
synthetic_systolic_wavefront_4_00080,synthetic,systolic,wavefront,4,4x4,synthetic_train
synthetic_systolic_banded_4_00081,synthetic,systolic,banded,4,4x4,synthetic_train
synthetic_systolic_checkerboard_4_00082,synthetic,systolic,checkerboard,4,4x4,synthetic_val
synthetic_systolic_wavefront_4_00083,synthetic,systolic,wavefront,4,4x4,synthetic_train
synthetic_systolic_checkerboard_4_00084,synthetic,systolic,checkerboard,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00085,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00086,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00087,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00088,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_banded_4_00089,synthetic,systolic,banded,4,4x4,synthetic_train
synthetic_systolic_banded_4_00090,synthetic,systolic,banded,4,4x4,synthetic_test
synthetic_systolic_banded_4_00091,synthetic,systolic,banded,4,4x4,synthetic_val
synthetic_systolic_hotspot_4_00092,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_banded_4_00093,synthetic,systolic,banded,4,4x4,synthetic_train
synthetic_systolic_checkerboard_4_00094,synthetic,systolic,checkerboard,4,4x4,synthetic_train
synthetic_systolic_banded_4_00095,synthetic,systolic,banded,4,4x4,synthetic_val
synthetic_systolic_uniform_4_00096,synthetic,systolic,uniform,4,4x4,synthetic_val
synthetic_systolic_hotspot_4_00097,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00098,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00099,synthetic,systolic,uniform,4,4x4,synthetic_test
synthetic_systolic_uniform_4_00100,synthetic,systolic,uniform,4,4x4,synthetic_val
synthetic_systolic_wavefront_4_00101,synthetic,systolic,wavefront,4,4x4,synthetic_test
synthetic_systolic_banded_4_00102,synthetic,systolic,banded,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00103,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_wavefront_4_00104,synthetic,systolic,wavefront,4,4x4,synthetic_train
synthetic_systolic_checkerboard_4_00105,synthetic,systolic,checkerboard,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00106,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00107,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00108,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00109,synthetic,systolic,uniform,4,4x4,synthetic_val
synthetic_systolic_banded_4_00110,synthetic,systolic,banded,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00111,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00112,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00113,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_banded_4_00114,synthetic,systolic,banded,4,4x4,synthetic_test
synthetic_systolic_uniform_4_00115,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_banded_4_00116,synthetic,systolic,banded,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00117,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00118,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_uniform_4_00119,synthetic,systolic,uniform,4,4x4,synthetic_val
synthetic_systolic_uniform_4_00120,synthetic,systolic,uniform,4,4x4,synthetic_train
synthetic_systolic_hotspot_4_00121,synthetic,systolic,hotspot,4,4x4,synthetic_val
synthetic_systolic_hotspot_4_00122,synthetic,systolic,hotspot,4,4x4,synthetic_train
synthetic_systolic_checkerboard_4_00123,synthetic,systolic,checkerboard,4,4x4,synthetic_train
synthetic_systolic_banded_4_00124,synthetic,systolic,banded,4,4x4,synthetic_test
synthetic_standard_hotspot_8_00000,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_stripes_8_00001,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_multihotspot_8_00002,synthetic,standard,multihotspot,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00003,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00004,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00005,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_quadrant_8_00006,synthetic,standard,quadrant,8,8x8,synthetic_test
synthetic_standard_quadrant_8_00007,synthetic,standard,quadrant,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00008,synthetic,standard,hotspot,8,8x8,synthetic_test
synthetic_standard_uniform_8_00009,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00010,synthetic,standard,hotspot,8,8x8,synthetic_test
synthetic_standard_uniform_8_00011,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_multihotspot_8_00012,synthetic,standard,multihotspot,8,8x8,synthetic_val
synthetic_standard_hotspot_8_00013,synthetic,standard,hotspot,8,8x8,synthetic_test
synthetic_standard_uniform_8_00014,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00015,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00016,synthetic,standard,checkerboard,8,8x8,synthetic_val
synthetic_standard_checkerboard_8_00017,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_stripes_8_00018,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_multihotspot_8_00019,synthetic,standard,multihotspot,8,8x8,synthetic_train
synthetic_standard_stripes_8_00020,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00021,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00022,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_stripes_8_00023,synthetic,standard,stripes,8,8x8,synthetic_test
synthetic_standard_quadrant_8_00024,synthetic,standard,quadrant,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00025,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00026,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_uniform_8_00027,synthetic,standard,uniform,8,8x8,synthetic_test
synthetic_standard_uniform_8_00028,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00029,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_uniform_8_00030,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00031,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_multihotspot_8_00032,synthetic,standard,multihotspot,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00033,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_stripes_8_00034,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00035,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_quadrant_8_00036,synthetic,standard,quadrant,8,8x8,synthetic_train
synthetic_standard_stripes_8_00037,synthetic,standard,stripes,8,8x8,synthetic_val
synthetic_standard_stripes_8_00038,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00039,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_multihotspot_8_00040,synthetic,standard,multihotspot,8,8x8,synthetic_test
synthetic_standard_multihotspot_8_00041,synthetic,standard,multihotspot,8,8x8,synthetic_test
synthetic_standard_hotspot_8_00042,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_stripes_8_00043,synthetic,standard,stripes,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00044,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00045,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_uniform_8_00046,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_multihotspot_8_00047,synthetic,standard,multihotspot,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00048,synthetic,standard,checkerboard,8,8x8,synthetic_val
synthetic_standard_checkerboard_8_00049,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_uniform_8_00050,synthetic,standard,uniform,8,8x8,synthetic_train
synthetic_standard_quadrant_8_00051,synthetic,standard,quadrant,8,8x8,synthetic_train
synthetic_standard_hotspot_8_00052,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00053,synthetic,standard,checkerboard,8,8x8,synthetic_test
synthetic_standard_hotspot_8_00054,synthetic,standard,hotspot,8,8x8,synthetic_train
synthetic_standard_stripes_8_00055,synthetic,standard,stripes,8,8x8,synthetic_test
synthetic_standard_multihotspot_8_00056,synthetic,standard,multihotspot,8,8x8,synthetic_train
synthetic_standard_multihotspot_8_00057,synthetic,standard,multihotspot,8,8x8,synthetic_train
synthetic_standard_quadrant_8_00058,synthetic,standard,quadrant,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00059,synthetic,standard,checkerboard,8,8x8,synthetic_test
synthetic_standard_quadrant_8_00060,synthetic,standard,quadrant,8,8x8,synthetic_val
synthetic_standard_stripes_8_00061,synthetic,standard,stripes,8,8x8,synthetic_val
synthetic_standard_stripes_8_00062,synthetic,standard,stripes,8,8x8,synthetic_val
synthetic_standard_multihotspot_8_00063,synthetic,standard,multihotspot,8,8x8,synthetic_val
synthetic_standard_uniform_8_00064,synthetic,standard,uniform,8,8x8,synthetic_val
synthetic_standard_quadrant_8_00065,synthetic,standard,quadrant,8,8x8,synthetic_train
synthetic_standard_stripes_8_00066,synthetic,standard,stripes,8,8x8,synthetic_test
synthetic_standard_checkerboard_8_00067,synthetic,standard,checkerboard,8,8x8,synthetic_train
synthetic_standard_checkerboard_8_00068,synthetic,standard,checkerboard,8,8x8,synthetic_test
synthetic_standard_quadrant_8_00069,synthetic,standard,quadrant,8,8x8,synthetic_train
